_id,username,password,languages.java,languages.c,languages.python,languages.js,coding_platform.codechef,coding_platform.leetcode,coding_platform.hackerrank,coding_platform.interviewbit,domain.frontend,domain.testing,domain.ds,domain.backend,experience.oneToThree,experience.threeToSix,experience.greaterThanSix,__v
101,Yemi,$2a$10$ABCDEFGHIJKLm0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
102,Sadaath,$2a$10$BCDEFGHIJKLMn1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
103,Nayaab,$2a$10$CDEFGHIJKLMNo2,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
104,Evan,$2a$10$DEFGHIJKLMNOP3,0,0,1,1,0,1,1,0,0,0,1,1,3,0,0,0,0,0
105,Daniel,$2a$10$EFGHIJKLMNOPQ4,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0
106,Jennifer,$2a$10$FGHIJKLMNOPQR5,0,1,1,1,1,1,1,0,0,1,1,1,3,0,0,0,0,0
107,Phil,$2a$10$GHIJKLMNOPQRS6,1,1,1,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0
108,Anita,$2a$10$HIJKLMNOPQRST7,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
109,Deborah,$2a$10$IJKLMNOPQRSTU8,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0
110,Joe,$2a$10$JKLMNOPQRSTUV9,0,0,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0
111,Jane,$2a$10$KLMNOPQRSTUVW0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
112,Doe,$2a$10$LMNOPQRSTUVWX1,0,1,0,1,1,1,1,0,0,1,1,1,3,0,0,0,0,0
113,Max,$2a$10$MNOPQRSTUVWXY2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
114,Will,$2a$10$NOPQRSTUVWXYA3,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0
115,Haylee,$2a$10$OPQRSTUVWXYAB4,0,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
116,David,$2a$10$PQRSTUVWXYABC5,1,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0
117,Mohammed,$2a$10$QRSTUVWXYABCD6,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0
118,Srinivas,$2a$10$RSTUVWXYABCDE7,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
119,Prashanth,$2a$10$STUVWXYABCDEF8,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
120,Rajesh,$2a$10$TUVWXYABCDEFG9,1,0,0,1,0,1,1,0,0,0,1,1,3,0,0,0,0,0
121,Victor,$2a$10$UVWXYABCDEFGHI0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,Victoria,$2a$10$VWXYABCDEFGHIJ1,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0
123,Destiny,$2a$10$WXYABCDEFGHIJK2,0,1,0,1,0,1,1,0,0,0,1,1,3,0,0,0,0,0
124,Noah,$2a$10$XYABCDEFGHIJKL3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
125,Jack,$2a$10$YABCDEFGHIJKLM4,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
126,Michael,$2a$10$ZABCDEFGHIJKLM5,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
127,Steve,$2a$10$aABCDEFGHIJKLMNOP0,1,0,1,1,0,1,1,0,0,0,1,1,2,0,0,0,0,0
128,Alex,$2a$10$bABCDEFGHIJKLMNOP1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0
129,Tom,$2a$10$cABCDEFGHIJKLMNOP2,1,0,1,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0
130,Brenda,$2a$10$dABCDEFGHIJKLMNOP3,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
131,Eddie,$2a$10$eABCDEFGHIJKLMNOP4,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0
132,Molly,$2a$10$fABCDEFGHIJKLMNOP5,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
133,Thompson,$2a$10$gABCDEFGHIJKLMNOP6,1,1,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0
134,Jacob,$2a$10$hABCDEFGHIJKLMNOP7,1,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
135,Sreeni,$2a$10$iABCDEFGHIJKLMNOP8,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
136,Bhuvan,$2a$10$jABCDEFGHIJKLMNOP9,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0
137,Deola,$2a$10$kABCDE1QRSTUVWXYZ0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
138,Tobi,$2a$10$lABCDE2QRSTUVWXYZ1,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0
139,Maggie,$2a$10$mABCDE3QRSTUVWXYZ2,0,1,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0
140,Josh,$2a$10$nABCDE4QRSTUVWXYZ3,1,0,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0
141,Magaret,$2a$10$oABCDE5QRSTUVWXYZ4,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
142,Sunday,$2a$10$pABCDE6QRSTUVWXYZ5,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0
143,Randy,$2a$10$qABCDEFGHIJKLMNOP0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
144,Bob,$2a$10$rABCDEFGHIJKLMNOP1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
145,Cindy,$2a$10$sABCDEFGHIJKLMNOP2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
146,Jonathan,$2a$10$tABCDEFGHIJKLMNOP3,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0
147,John,$2a$10$uABCDEFGHIJKLMNOP4,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
148,Jimmy,$2a$10$vABCDEFGHIJKLMNOP5,0,1,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0
149,Rhea,$2a$10$wABCDEFGHIJKLMNOP6,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
150,maybel,$2a$10$xABCDEFGHIJKLMNOP7,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
151,Olivia,$2a$10$yABCDEFGHIJKLMNOP8,1,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0
152,Cliff,$2a$10$zABCDEFGHIJKLMNOP9,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
153,Layne,$2a$10$AABCDEFGHIJKLMN1O0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0
154,Xun,$2a$10$BABCDEFGHIJKLMN2O1,1,1,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0
155,Sean,$2a$10$CABCDEFGHIJKLMN3O2,0,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
156,Ngozi,$2a$10$DABCDEFGHIJKLMN4O3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0











101,0,0,1,0,0,1,1,1
102,1,1,1,1,0,0,1,1
103,1,0,1,0,1,0,0,1
104,0,0,1,1,0,1,1,3
105,0,0,0,1,0,0,1,2
106,0,1,1,1,1,1,1,3
107,1,1,1,1,1,0,1,3
108,0,0,1,1,0,1,0,1
109,0,1,1,0,1,0,0,2
110,0,0,1,0,0,1,1,3
111,1,1,0,0,1,0,1,1
112,0,1,0,1,1,1,1,3
113,1,0,0,0,1,0,0,1
114,0,1,0,0,0,1,0,3
115,0,1,1,1,1,0,0,3
116,1,0,0,0,1,1,0,3
117,1,0,0,0,1,0,0,2
118,1,1,1,0,1,1,0,1
119,1,0,1,1,1,1,0,1
120,1,0,0,1,0,1,1,3
121,1,1,0,0,0,0,0,1
122,0,0,0,0,1,0,1,2
123,0,1,0,1,0,1,1,3
124,0,1,1,1,0,0,0,2
125,0,1,0,0,1,0,1,1
126,0,1,1,0,0,0,0,3
127,1,0,1,1,0,1,1,2
128,1,0,0,1,0,0,1,2
129,1,0,1,1,1,0,1,2
130,0,0,0,0,1,1,0,1
131,1,1,1,0,1,0,0,2
132,1,1,0,0,0,0,1,3
133,1,1,1,0,1,0,1,3
134,1,0,1,1,1,0,0,3
135,0,1,0,1,0,1,1,1
136,0,0,0,0,1,0,1,2
137,1,0,0,1,0,0,0,3
138,0,0,1,0,1,0,1,2
139,0,1,0,0,1,0,1,3
140,1,0,0,1,1,0,1,3
141,1,0,0,1,0,1,0,1
142,1,0,0,0,0,1,1,3
143,0,1,1,0,0,0,1,1
144,1,0,1,0,0,0,0,2
145,0,0,0,0,0,1,0,2
146,0,0,1,0,1,1,0,2
147,0,1,0,1,0,0,1,1
148,0,1,1,0,0,1,0,3
149,1,0,1,1,0,0,1,1
150,0,1,1,0,0,1,1,1
151,1,0,1,0,1,0,1,2
152,1,1,0,0,1,1,0,1
153,1,0,0,1,1,0,1,2
154,1,1,1,1,1,1,0,2
155,0,1,0,1,1,0,0,3
156,1,0,0,0,0,1,0,1
157,0,1,1,0,1,1,0,3
158,0,1,0,1,0,0,1,2
159,0,1,1,1,0,0,0,1
160,1,0,0,1,0,0,1,2
161,1,1,0,1,0,1,0,2
162,0,0,0,1,1,1,1,3
163,0,0,1,1,1,1,0,3
164,1,0,1,1,0,0,0,3
165,0,1,1,0,1,1,0,2
166,1,1,1,1,1,1,1,3
167,1,0,1,1,1,0,1,3
168,0,1,0,1,1,1,0,2
169,1,1,1,1,1,1,1,1
170,1,0,0,1,0,0,1,2
171,1,0,1,0,0,0,0,2
172,0,0,0,0,1,1,0,3
173,0,1,0,0,1,0,1,3
174,1,1,0,0,0,0,1,2
175,1,1,0,0,1,0,0,1
176,1,0,0,1,0,1,0,2
177,0,0,0,0,0,0,1,1
178,1,0,0,0,1,1,0,1
179,1,1,0,1,0,0,0,2
180,1,0,0,1,0,1,1,3
181,1,1,1,1,1,1,0,2
182,1,0,0,1,1,0,0,3
183,1,1,1,1,0,0,0,1
184,1,0,1,0,1,1,1,1
185,1,1,1,1,1,0,1,3
186,0,0,0,1,0,1,1,1
187,0,0,1,1,0,1,0,3
188,0,0,1,0,1,0,1,1
189,1,0,0,1,1,1,0,3
190,0,1,1,0,1,0,0,2
191,0,1,1,1,0,1,0,3
192,1,1,0,1,0,1,0,3
193,0,1,0,1,1,1,1,2
194,0,1,1,1,1,1,1,3
195,0,1,0,1,1,0,0,2
196,1,0,1,1,0,0,0,1
197,0,1,1,0,1,1,0,1
198,0,0,1,1,0,1,1,2
199,0,0,1,0,0,0,1,2
200,0,1,0,0,1,1,1,2
